Id Commande,Date Commande,Id Client,Id Magasin,Statut Commande,Total HT Commande,Id Produit,Quantite,Prix Unitaire,Taux Remise,Sous-Total Produit,Id Facture,Date Comptable,Montant Facture TTC,Statut Paiement Facture
CMD003385,2024-04-27,C01115,S002,Livrée,2373.88,P00001,10,49.96,10.0,449.64,F003385,2024-04-28,2848.65,En attente
CMD003385,2024-04-27,C01115,S002,Livrée,2373.88,P00104,10,88.19,10.0,793.71,F003385,2024-04-28,2848.65,En attente
CMD003442,2024-12-07,C00625,S002,Livrée,943.9,P00120,6,30.83,10.0,166.48,F003442,2024-12-08,1132.68,Payée
CMD003442,2024-12-07,C00625,S002,Livrée,943.9,P00037,3,70.69,0.0,212.07,F003442,2024-12-08,1132.68,Payée
CMD003442,2024-12-07,C00625,S002,Livrée,943.9,P00139,8,78.52,10.0,565.34,F003442,2024-12-08,1132.68,Payée
CMD003498,2025-08-15,C01016,S003,Annulée,3102.93,P00053,8,103.77,10.0,747.14,,,,
CMD003498,2025-08-15,C01016,S003,Annulée,3102.93,P00023,3,106.59,0.0,319.77,,,,
CMD003498,2025-08-15,C01016,S003,Annulée,3102.93,P00044,4,143.68,0.0,574.72,,,,
CMD003498,2025-08-15,C01016,S003,Annulée,3102.93,P00136,7,17.7,10.0,111.51,,,,
CMD003498,2025-08-15,C01016,S003,Annulée,3102.93,P00005,12,124.98,10.0,1349.78,,,,
CMD003506,2025-02-09,C00221,S004,Livrée,129.86,P00050,2,64.93,0.0,129.86,F003506,2025-02-10,155.83,Payée
CMD003528,2025-04-28,C00256,S002,Livrée,1735.72,P00065,2,97.66,0.0,195.32,F003528,2025-04-29,2082.87,Payée
CMD003528,2025-04-28,C00256,S002,Livrée,1735.72,P00031,11,98.34,10.0,973.57,F003528,2025-04-29,2082.87,Payée
CMD003528,2025-04-28,C00256,S002,Livrée,1735.72,P00122,10,23.18,10.0,208.62,F003528,2025-04-29,2082.87,Payée
CMD003528,2025-04-28,C00256,S002,Livrée,1735.72,P00038,7,56.86,10.0,358.22,F003528,2025-04-29,2082.87,Payée
CMD003530,2024-11-07,C01193,S003,Livrée,945.28,P00022,11,70.97,10.0,702.6,F003530,2024-11-08,1134.34,Payée
CMD003530,2024-11-07,C01193,S003,Livrée,945.28,P00039,4,60.67,0.0,242.68,F003530,2024-11-08,1134.34,Payée
CMD003565,2025-12-20,C00537,S003,Annulée,1777.33,P00115,3,19.27,0.0,57.81,,,,
CMD003565,2025-12-20,C00537,S003,Annulée,1777.33,P00040,4,107.5,0.0,430.0,,,,
CMD003565,2025-12-20,C00537,S003,Annulée,1777.33,P00034,12,11.9,10.0,128.52,,,,
CMD003565,2025-12-20,C00537,S003,Annulée,1777.33,P00040,12,107.5,10.0,1161.0,,,,
CMD003608,2024-06-16,C00563,S003,Annulée,3277.17,P00014,9,70.09,10.0,567.73,,,,
CMD003608,2024-06-16,C00563,S003,Annulée,3277.17,P00068,5,114.13,0.0,570.65,,,,
CMD003608,2024-06-16,C00563,S003,Annulée,3277.17,P00076,6,57.5,10.0,310.5,,,,
CMD003608,2024-06-16,C00563,S003,Annulée,3277.17,P00051,2,124.18,0.0,248.36,,,,
CMD003608,2024-06-16,C00563,S003,Annulée,3277.17,P00141,12,146.29,10.0,1579.93,,,,
CMD003646,2025-11-03,C00143,S003,En cours,2506.62,P00114,5,9.84,0.0,49.2,,,,
CMD003646,2025-11-03,C00143,S003,En cours,2506.62,P00123,9,19.47,10.0,157.71,,,,
CMD003646,2025-11-03,C00143,S003,En cours,2506.62,P00029,12,59.45,10.0,642.06,,,,
CMD003646,2025-11-03,C00143,S003,En cours,2506.62,P00059,3,60.52,0.0,181.56,,,,
CMD003646,2025-11-03,C00143,S003,En cours,2506.62,P00002,11,149.1,10.0,1476.09,,,,
CMD003651,2024-09-28,C00711,S001,Annulée,2208.24,P00137,2,59.02,0.0,118.04,,,,
CMD003651,2024-09-28,C00711,S001,Annulée,2208.24,P00091,6,125.01,10.0,675.05,,,,
CMD003651,2024-09-28,C00711,S001,Annulée,2208.24,P00125,1,51.68,0.0,51.68,,,,
CMD003651,2024-09-28,C00711,S001,Annulée,2208.24,P00011,8,79.28,10.0,570.82,,,,
CMD003651,2024-09-28,C00711,S001,Annulée,2208.24,P00008,8,110.09,10.0,792.65,,,,
CMD003655,2025-05-22,C00280,S001,Livrée,1577.22,P00026,1,50.55,0.0,50.55,F003655,2025-05-23,1892.66,Payée
CMD003655,2025-05-22,C00280,S001,Livrée,1577.22,P00045,11,58.67,10.0,580.83,F003655,2025-05-23,1892.66,Payée
CMD003655,2025-05-22,C00280,S001,Livrée,1577.22,P00092,3,39.21,0.0,117.63,F003655,2025-05-23,1892.66,Payée
CMD003655,2025-05-22,C00280,S001,Livrée,1577.22,P00064,2,135.03,0.0,270.06,F003655,2025-05-23,1892.66,Payée
CMD003655,2025-05-22,C00280,S001,Livrée,1577.22,P00125,12,51.68,10.0,558.14,F003655,2025-05-23,1892.66,Payée
CMD003661,2024-09-01,C00541,S002,En cours,398.17,P00069,4,9.46,0.0,37.84,,,,
CMD003661,2024-09-01,C00541,S002,En cours,398.17,P00075,3,120.11,0.0,360.33,,,,
CMD003662,2025-05-13,C00339,S002,Annulée,2720.07,P00005,5,124.98,0.0,624.9,,,,
CMD003662,2025-05-13,C00339,S002,Annulée,2720.07,P00112,9,99.54,10.0,806.27,,,,
CMD003662,2025-05-13,C00339,S002,Annulée,2720.07,P00133,8,73.37,10.0,528.26,,,,
CMD003662,2025-05-13,C00339,S002,Annulée,2720.07,P00144,5,116.53,0.0,582.65,,,,
CMD003662,2025-05-13,C00339,S002,Annulée,2720.07,P00147,2,88.99,0.0,177.98,,,,
CMD003679,2025-01-22,C00059,S004,Livrée,628.17,P00117,7,99.71,10.0,628.17,F003679,2025-01-23,753.81,Payée
CMD003729,2025-05-20,C00018,S003,Annulée,1367.69,P00143,12,111.71,10.0,1206.47,,,,
CMD003729,2025-05-20,C00018,S003,Annulée,1367.69,P00131,7,25.59,10.0,161.22,,,,
CMD003768,2025-07-05,C00575,S001,En cours,1074.39,P00129,3,77.2,0.0,231.6,,,,
CMD003768,2025-07-05,C00575,S001,En cours,1074.39,P00019,11,57.42,10.0,568.46,,,,
CMD003768,2025-07-05,C00575,S001,En cours,1074.39,P00097,2,27.11,0.0,54.22,,,,
CMD003768,2025-07-05,C00575,S001,En cours,1074.39,P00133,3,73.37,0.0,220.11,,,,
CMD003824,2025-10-12,C00341,S004,Annulée,875.56,P00098,4,112.61,0.0,450.44,,,,
CMD003824,2025-10-12,C00341,S004,Annulée,875.56,P00060,4,106.28,0.0,425.12,,,,
CMD003863,2025-10-20,C00651,S005,En cours,1205.38,P00049,8,80.24,10.0,577.73,,,,
CMD003863,2025-10-20,C00651,S005,En cours,1205.38,P00128,2,21.33,0.0,42.66,,,,
CMD003863,2025-10-20,C00651,S005,En cours,1205.38,P00134,7,7.87,10.0,49.58,,,,
CMD003863,2025-10-20,C00651,S005,En cours,1205.38,P00010,6,99.15,10.0,535.41,,,,
CMD003875,2025-08-04,C00198,S002,Annulée,224.12,P00105,3,53.69,0.0,161.07,,,,
CMD003875,2025-08-04,C00198,S002,Annulée,224.12,P00113,1,63.05,0.0,63.05,,,,
CMD003915,2025-07-04,C01061,S004,En cours,1119.5,P00057,5,82.94,0.0,414.7,,,,
CMD003915,2025-07-04,C01061,S004,En cours,1119.5,P00097,5,27.11,0.0,135.55,,,,
CMD003915,2025-07-04,C01061,S004,En cours,1119.5,P00076,11,57.5,10.0,569.25,,,,
CMD003966,2024-04-02,C00711,S004,En cours,1601.35,P00041,7,113.92,10.0,717.7,,,,
CMD003966,2024-04-02,C00711,S004,En cours,1601.35,P00105,5,53.69,0.0,268.45,,,,
CMD003966,2024-04-02,C00711,S004,En cours,1601.35,P00131,3,25.59,0.0,76.77,,,,
CMD003966,2024-04-02,C00711,S004,En cours,1601.35,P00117,6,99.71,10.0,538.43,,,,
CMD003981,2025-07-23,C00935,S002,En cours,3636.23,P00119,6,110.08,10.0,594.43,,,,
CMD003981,2025-07-23,C00935,S002,En cours,3636.23,P00124,12,77.31,10.0,834.95,,,,
CMD003981,2025-07-23,C00935,S002,En cours,3636.23,P00041,4,113.92,0.0,455.68,,,,
CMD003981,2025-07-23,C00935,S002,En cours,3636.23,P00064,12,135.03,10.0,1458.32,,,,
CMD003981,2025-07-23,C00935,S002,En cours,3636.23,P00083,5,58.57,0.0,292.85,,,,
CMD004013,2024-01-31,C01164,S001,Livrée,1191.51,P00043,10,132.39,10.0,1191.51,F004013,2024-02-01,1429.81,Payée
CMD004050,2024-05-10,C00941,S005,Annulée,3314.05,P00015,6,133.92,10.0,723.17,,,,
CMD004050,2024-05-10,C00941,S005,Annulée,3314.05,P00143,3,111.71,0.0,335.13,,,,
CMD004050,2024-05-10,C00941,S005,Annulée,3314.05,P00141,9,146.29,10.0,1184.95,,,,
CMD004050,2024-05-10,C00941,S005,Annulée,3314.05,P00064,7,135.03,10.0,850.69,,,,
CMD004050,2024-05-10,C00941,S005,Annulée,3314.05,P00133,3,73.37,0.0,220.11,,,,
CMD004097,2025-11-06,C00003,S003,Annulée,107.38,P00105,2,53.69,0.0,107.38,,,,
CMD004101,2024-08-22,C00691,S004,Livrée,1329.41,P00122,6,23.18,10.0,125.17,F004101,2024-08-23,1595.29,En attente
CMD004101,2024-08-22,C00691,S004,Livrée,1329.41,P00073,5,94.55,0.0,472.75,F004101,2024-08-23,1595.29,En attente
CMD004101,2024-08-22,C00691,S004,Livrée,1329.41,P00062,6,64.77,10.0,349.76,F004101,2024-08-23,1595.29,En attente
CMD004101,2024-08-22,C00691,S004,Livrée,1329.41,P00037,6,70.69,10.0,381.73,F004101,2024-08-23,1595.29,En attente
CMD004110,2025-06-17,C00270,S001,En cours,2324.17,P00043,3,132.39,0.0,397.17,,,,
CMD004110,2025-06-17,C00270,S001,En cours,2324.17,P00075,12,120.11,10.0,1297.19,,,,
CMD004110,2025-06-17,C00270,S001,En cours,2324.17,P00047,5,114.63,0.0,573.15,,,,
CMD004110,2025-06-17,C00270,S001,En cours,2324.17,P00134,8,7.87,10.0,56.66,,,,
CMD004164,2025-06-04,C00884,S003,En cours,277.47,P00120,10,30.83,10.0,277.47,,,,
CMD004240,2025-02-10,C00196,S002,Annulée,642.81,P00050,11,64.93,10.0,642.81,,,,
CMD004292,2025-05-03,C00149,S001,Annulée,1773.0,P00141,8,146.29,10.0,1053.29,,,,
CMD004292,2025-05-03,C00149,S001,Annulée,1773.0,P00039,7,60.67,10.0,382.22,,,,
CMD004292,2025-05-03,C00149,S001,Annulée,1773.0,P00056,11,34.09,10.0,337.49,,,,
CMD004322,2024-03-29,C00955,S004,Annulée,80.42,P00118,1,80.42,0.0,80.42,,,,
CMD004324,2024-09-12,C00832,S005,Livrée,1589.63,P00062,2,64.77,0.0,129.54,F004324,2024-09-13,1907.55,Payée
CMD004324,2024-09-12,C00832,S005,Livrée,1589.63,P00070,4,142.11,0.0,568.44,F004324,2024-09-13,1907.55,Payée
CMD004324,2024-09-12,C00832,S005,Livrée,1589.63,P00119,9,110.08,10.0,891.65,F004324,2024-09-13,1907.55,Payée
CMD004342,2024-01-22,C00037,S001,En cours,1884.88,P00080,8,96.09,10.0,691.85,,,,
CMD004342,2024-01-22,C00037,S001,En cours,1884.88,P00098,4,112.61,0.0,450.44,,,,
CMD004342,2024-01-22,C00037,S001,En cours,1884.88,P00003,11,60.4,10.0,597.96,,,,
CMD004342,2024-01-22,C00037,S001,En cours,1884.88,P00036,3,8.85,0.0,26.55,,,,
CMD004342,2024-01-22,C00037,S001,En cours,1884.88,P00078,2,59.04,0.0,118.08,,,,
CMD004346,2025-06-24,C00130,S005,Annulée,2804.25,P00046,7,67.89,10.0,427.71,,,,
CMD004346,2025-06-24,C00130,S005,Annulée,2804.25,P00053,5,103.77,0.0,518.85,,,,
CMD004346,2025-06-24,C00130,S005,Annulée,2804.25,P00064,4,135.03,0.0,540.12,,,,
CMD004346,2025-06-24,C00130,S005,Annulée,2804.25,P00120,6,30.83,10.0,166.48,,,,
CMD004346,2025-06-24,C00130,S005,Annulée,2804.25,P00070,9,142.11,10.0,1151.09,,,,
CMD004395,2025-07-04,C00368,S002,En cours,38.94,P00123,2,19.47,0.0,38.94,,,,
CMD004413,2024-10-03,C00514,S002,En cours,1146.71,P00038,7,56.86,10.0,358.22,,,,
CMD004413,2024-10-03,C00514,S002,En cours,1146.71,P00100,12,19.07,10.0,205.96,,,,
CMD004413,2024-10-03,C00514,S002,En cours,1146.71,P00061,5,85.31,0.0,426.55,,,,
CMD004413,2024-10-03,C00514,S002,En cours,1146.71,P00107,2,46.03,0.0,92.06,,,,
CMD004413,2024-10-03,C00514,S002,En cours,1146.71,P00086,1,63.93,0.0,63.93,,,,
CMD004444,2025-01-05,C00851,S002,En cours,1899.46,P00027,4,110.0,0.0,440.0,,,,
CMD004444,2025-01-05,C00851,S002,En cours,1899.46,P00109,9,54.33,10.0,440.07,,,,
CMD004444,2025-01-05,C00851,S002,En cours,1899.46,P00130,9,98.67,10.0,799.23,,,,
CMD004444,2025-01-05,C00851,S002,En cours,1899.46,P00119,2,110.08,0.0,220.16,,,,
CMD004541,2025-03-28,C00396,S005,Livrée,2616.49,P00132,7,13.63,10.0,85.87,F004541,2025-03-29,3139.79,Payée
CMD004541,2025-03-28,C00396,S005,Livrée,2616.49,P00030,5,92.53,0.0,462.65,F004541,2025-03-29,3139.79,Payée
CMD004541,2025-03-28,C00396,S005,Livrée,2616.49,P00051,7,124.18,10.0,782.33,F004541,2025-03-29,3139.79,Payée
CMD004541,2025-03-28,C00396,S005,Livrée,2616.49,P00130,12,98.67,10.0,1065.64,F004541,2025-03-29,3139.79,Payée
CMD004541,2025-03-28,C00396,S005,Livrée,2616.49,P00027,2,110.0,0.0,220.0,F004541,2025-03-29,3139.79,Payée
CMD004547,2025-08-20,C00432,S003,Livrée,963.15,P00089,5,47.82,0.0,239.1,F004547,2025-08-21,1155.78,Payée
CMD004547,2025-08-20,C00432,S003,Livrée,963.15,P00022,10,70.97,10.0,638.73,F004547,2025-08-21,1155.78,Payée
CMD004547,2025-08-20,C00432,S003,Livrée,963.15,P00128,4,21.33,0.0,85.32,F004547,2025-08-21,1155.78,Payée
CMD004550,2025-08-08,C00721,S005,Livrée,856.65,P00106,3,8.02,0.0,24.06,F004550,2025-08-09,1027.98,Payée
CMD004550,2025-08-08,C00721,S005,Livrée,856.65,P00042,6,125.84,10.0,679.54,F004550,2025-08-09,1027.98,Payée
CMD004550,2025-08-08,C00721,S005,Livrée,856.65,P00134,8,7.87,10.0,56.66,F004550,2025-08-09,1027.98,Payée
CMD004550,2025-08-08,C00721,S005,Livrée,856.65,P00034,9,11.9,10.0,96.39,F004550,2025-08-09,1027.98,Payée
CMD004575,2024-07-04,C00334,S002,Annulée,1558.49,P00150,3,122.36,0.0,367.08,,,,
CMD004575,2024-07-04,C00334,S002,Annulée,1558.49,P00037,1,70.69,0.0,70.69,,,,
CMD004575,2024-07-04,C00334,S002,Annulée,1558.49,P00053,12,103.77,10.0,1120.72,,,,
CMD004627,2024-12-05,C00075,S005,Livrée,732.89,P00111,6,135.72,10.0,732.89,F004627,2024-12-06,879.47,Payée
CMD004638,2025-03-26,C00294,S003,Livrée,1270.21,P00132,6,13.63,10.0,73.6,F004638,2025-03-27,1524.26,Payée
CMD004638,2025-03-26,C00294,S003,Livrée,1270.21,P00055,12,5.52,10.0,59.62,F004638,2025-03-27,1524.26,Payée
CMD004638,2025-03-26,C00294,S003,Livrée,1270.21,P00146,8,138.63,10.0,998.14,F004638,2025-03-27,1524.26,Payée
CMD004638,2025-03-26,C00294,S003,Livrée,1270.21,P00129,1,77.2,0.0,77.2,F004638,2025-03-27,1524.26,Payée
CMD004638,2025-03-26,C00294,S003,Livrée,1270.21,P00120,2,30.83,0.0,61.66,F004638,2025-03-27,1524.26,Payée
CMD004689,2025-08-31,C00453,S004,Livrée,422.18,P00048,4,25.93,0.0,103.72,F004689,2025-09-01,506.62,Payée
CMD004689,2025-08-31,C00453,S004,Livrée,422.18,P00026,7,50.55,10.0,318.46,F004689,2025-09-01,506.62,Payée
CMD004704,2024-09-08,C00388,S005,En cours,1550.58,P00148,5,9.32,0.0,46.6,,,,
CMD004704,2024-09-08,C00388,S005,En cours,1550.58,P00047,11,114.63,10.0,1134.84,,,,
CMD004704,2024-09-08,C00388,S005,En cours,1550.58,P00136,12,17.7,10.0,191.16,,,,
CMD004704,2024-09-08,C00388,S005,En cours,1550.58,P00147,2,88.99,0.0,177.98,,,,
CMD004758,2024-03-26,C00643,S005,Annulée,684.33,P00059,8,60.52,10.0,435.74,,,,
CMD004758,2024-03-26,C00643,S005,Annulée,684.33,P00018,4,5.64,0.0,22.56,,,,
CMD004758,2024-03-26,C00643,S005,Annulée,684.33,P00125,2,51.68,0.0,103.36,,,,
CMD004758,2024-03-26,C00643,S005,Annulée,684.33,P00132,10,13.63,10.0,122.67,,,,
CMD004770,2025-09-07,C00256,S002,En cours,1244.92,P00116,5,107.65,0.0,538.25,,,,
CMD004770,2025-09-07,C00256,S002,En cours,1244.92,P00056,3,34.09,0.0,102.27,,,,
CMD004770,2025-09-07,C00256,S002,En cours,1244.92,P00085,1,62.35,0.0,62.35,,,,
CMD004770,2025-09-07,C00256,S002,En cours,1244.92,P00024,5,108.41,0.0,542.05,,,,
CMD004803,2024-05-19,C00185,S001,Livrée,1542.52,P00060,11,106.28,10.0,1052.17,F004803,2024-05-20,1851.03,Payée
CMD004803,2024-05-19,C00185,S001,Livrée,1542.52,P00128,3,21.33,0.0,63.99,F004803,2024-05-20,1851.03,Payée
CMD004803,2024-05-19,C00185,S001,Livrée,1542.52,P00023,4,106.59,0.0,426.36,F004803,2024-05-20,1851.03,Payée
CMD004883,2025-04-25,C00991,S005,Livrée,659.02,P00035,12,61.02,10.0,659.02,F004883,2025-04-26,790.82,Payée
CMD004919,2025-06-06,C00238,S005,Annulée,2389.19,P00127,7,72.29,10.0,455.43,,,,
CMD004919,2025-06-06,C00238,S005,Annulée,2389.19,P00085,10,62.35,10.0,561.15,,,,
CMD004919,2025-06-06,C00238,S005,Annulée,2389.19,P00127,12,72.29,10.0,780.73,,,,
CMD004919,2025-06-06,C00238,S005,Annulée,2389.19,P00085,4,62.35,0.0,249.4,,,,
CMD004919,2025-06-06,C00238,S005,Annulée,2389.19,P00013,3,114.16,0.0,342.48,,,,
CMD004922,2024-11-06,C00501,S002,Annulée,988.04,P00004,2,43.96,0.0,87.92,,,,
CMD004922,2024-11-06,C00501,S002,Annulée,988.04,P00076,7,57.5,10.0,362.25,,,,
CMD004922,2024-11-06,C00501,S002,Annulée,988.04,P00109,11,54.33,10.0,537.87,,,,
CMD004994,2025-10-22,C00490,S003,Livrée,580.5,P00040,6,107.5,10.0,580.5,F004994,2025-10-23,696.6,Payée
CMD001645,2025-07-03,C00602,S003,En cours,1719.16,P00069,12,9.46,10.0,102.17,,,,
CMD001645,2025-07-03,C00602,S003,En cours,1719.16,P00105,1,53.69,0.0,53.69,,,,
CMD001645,2025-07-03,C00602,S003,En cours,1719.16,P00112,4,99.54,0.0,398.16,,,,
CMD001645,2025-07-03,C00602,S003,En cours,1719.16,P00060,7,106.28,10.0,669.56,,,,
CMD001645,2025-07-03,C00602,S003,En cours,1719.16,P00095,8,68.83,10.0,495.58,,,,
CMD001666,2024-04-17,C00035,S002,Livrée,3084.54,P00105,7,53.69,10.0,338.25,F001666,2024-04-18,3701.45,Payée
CMD001666,2024-04-17,C00035,S002,Livrée,3084.54,P00029,1,59.45,0.0,59.45,F001666,2024-04-18,3701.45,Payée
CMD001666,2024-04-17,C00035,S002,Livrée,3084.54,P00004,8,43.96,10.0,316.51,F001666,2024-04-18,3701.45,Payée
CMD001666,2024-04-17,C00035,S002,Livrée,3084.54,P00116,12,107.65,10.0,1162.62,F001666,2024-04-18,3701.45,Payée
CMD001666,2024-04-17,C00035,S002,Livrée,3084.54,P00002,9,149.1,10.0,1207.71,F001666,2024-04-18,3701.45,Payée
CMD001676,2025-02-04,C00074,S003,Annulée,2292.55,P00050,12,64.93,10.0,701.24,,,,
CMD001676,2025-02-04,C00074,S003,Annulée,2292.55,P00003,12,60.4,10.0,652.32,,,,
CMD001676,2025-02-04,C00074,S003,Annulée,2292.55,P00056,12,34.09,10.0,368.17,,,,
CMD001676,2025-02-04,C00074,S003,Annulée,2292.55,P00083,10,58.57,10.0,527.13,,,,
CMD001676,2025-02-04,C00074,S003,Annulée,2292.55,P00140,3,14.56,0.0,43.68,,,,
CMD001696,2025-02-27,C00749,S004,Annulée,397.4,P00077,7,63.08,10.0,397.4,,,,
CMD001758,2024-10-27,C00158,S004,En cours,703.8,P00016,8,97.75,10.0,703.8,,,,
CMD001762,2024-06-24,C00922,S004,Annulée,1588.24,P00054,12,118.99,10.0,1285.09,,,,
CMD001762,2024-06-24,C00922,S004,Annulée,1588.24,P00072,4,55.34,0.0,221.36,,,,
CMD001762,2024-06-24,C00922,S004,Annulée,1588.24,P00007,1,81.79,0.0,81.79,,,,
CMD001765,2024-05-19,C01121,S005,En cours,1629.52,P00053,5,103.77,0.0,518.85,,,,
CMD001765,2024-05-19,C01121,S005,En cours,1629.52,P00079,12,67.76,10.0,731.81,,,,
CMD001765,2024-05-19,C01121,S005,En cours,1629.52,P00063,6,70.16,10.0,378.86,,,,
CMD001813,2024-08-12,C00855,S003,Livrée,2736.88,P00026,11,50.55,10.0,500.44,F001813,2024-08-13,3284.25,Payée
CMD001813,2024-08-12,C00855,S003,Livrée,2736.88,P00118,8,80.42,10.0,579.02,F001813,2024-08-13,3284.25,Payée
CMD001813,2024-08-12,C00855,S003,Livrée,2736.88,P00009,12,103.4,10.0,1116.72,F001813,2024-08-13,3284.25,Payée
CMD001813,2024-08-12,C00855,S003,Livrée,2736.88,P00010,2,99.15,0.0,198.3,F001813,2024-08-13,3284.25,Payée
CMD001813,2024-08-12,C00855,S003,Livrée,2736.88,P00068,3,114.13,0.0,342.39,F001813,2024-08-13,3284.25,Payée
CMD001825,2024-02-18,C00647,S004,En cours,23.22,P00138,3,7.74,0.0,23.22,,,,
CMD001844,2025-12-19,C00423,S005,Annulée,1746.3,P00056,4,34.09,0.0,136.36,,,,
CMD001844,2025-12-19,C00423,S005,Annulée,1746.3,P00023,11,106.59,10.0,1055.24,,,,
CMD001844,2025-12-19,C00423,S005,Annulée,1746.3,P00004,4,43.96,0.0,175.84,,,,
CMD001844,2025-12-19,C00423,S005,Annulée,1746.3,P00063,6,70.16,10.0,378.86,,,,
CMD001854,2025-03-16,C00797,S005,Annulée,3151.41,P00125,1,51.68,0.0,51.68,,,,
CMD001854,2025-03-16,C00797,S005,Annulée,3151.41,P00078,12,59.04,10.0,637.63,,,,
CMD001854,2025-03-16,C00797,S005,Annulée,3151.41,P00051,11,124.18,10.0,1229.38,,,,
CMD001854,2025-03-16,C00797,S005,Annulée,3151.41,P00074,12,114.14,10.0,1232.71,,,,
CMD001869,2024-11-01,C01064,S002,En cours,102.27,P00056,3,34.09,0.0,102.27,,,,
CMD001880,2025-08-19,C00979,S001,En cours,840.54,P00053,9,103.77,10.0,840.54,,,,
CMD001927,2024-09-12,C00550,S003,Annulée,503.45,P00084,5,100.69,0.0,503.45,,,,
CMD001938,2025-10-19,C00413,S005,En cours,1200.83,P00063,3,70.16,0.0,210.48,,,,
CMD001938,2025-10-19,C00413,S005,En cours,1200.83,P00081,2,49.93,0.0,99.86,,,,
CMD001938,2025-10-19,C00413,S005,En cours,1200.83,P00041,6,113.92,10.0,615.17,,,,
CMD001938,2025-10-19,C00413,S005,En cours,1200.83,P00095,4,68.83,0.0,275.32,,,,
CMD002037,2024-04-29,C00407,S001,Annulée,458.52,P00047,4,114.63,0.0,458.52,,,,
CMD002106,2024-05-12,C00626,S001,Annulée,1242.26,P00061,7,85.31,10.0,537.45,,,,
CMD002106,2024-05-12,C00626,S001,Annulée,1242.26,P00024,1,108.41,0.0,108.41,,,,
CMD002106,2024-05-12,C00626,S001,Annulée,1242.26,P00002,4,149.1,0.0,596.4,,,,
CMD002196,2025-12-18,C00392,S001,Livrée,2585.06,P00009,12,103.4,10.0,1116.72,F002196,2025-12-19,3102.08,Payée
CMD002196,2025-12-18,C00392,S001,Livrée,2585.06,P00101,3,9.5,0.0,28.5,F002196,2025-12-19,3102.08,Payée
CMD002196,2025-12-18,C00392,S001,Livrée,2585.06,P00098,8,112.61,10.0,810.79,F002196,2025-12-19,3102.08,Payée
CMD002196,2025-12-18,C00392,S001,Livrée,2585.06,P00105,12,53.69,10.0,579.85,F002196,2025-12-19,3102.08,Payée
CMD002196,2025-12-18,C00392,S001,Livrée,2585.06,P00114,5,9.84,0.0,49.2,F002196,2025-12-19,3102.08,Payée
CMD002209,2025-07-06,C00532,S005,Livrée,2358.1,P00005,2,124.98,0.0,249.96,F002209,2025-07-07,2829.72,Payée
CMD002209,2025-07-06,C00532,S005,Livrée,2358.1,P00009,11,103.4,10.0,1023.66,F002209,2025-07-07,2829.72,Payée
CMD002209,2025-07-06,C00532,S005,Livrée,2358.1,P00141,4,146.29,0.0,585.16,F002209,2025-07-07,2829.72,Payée
CMD002209,2025-07-06,C00532,S005,Livrée,2358.1,P00033,4,124.83,0.0,499.32,F002209,2025-07-07,2829.72,Payée
CMD002278,2025-02-01,C00293,S004,Livrée,2565.89,P00016,6,97.75,10.0,527.85,F002278,2025-02-02,3079.07,Payée
CMD002278,2025-02-01,C00293,S004,Livrée,2565.89,P00006,12,107.4,10.0,1159.92,F002278,2025-02-02,3079.07,Payée
CMD002278,2025-02-01,C00293,S004,Livrée,2565.89,P00024,9,108.41,10.0,878.12,F002278,2025-02-02,3079.07,Payée
CMD002281,2024-12-04,C00169,S002,En cours,1580.86,P00059,4,60.52,0.0,242.08,,,,
CMD002281,2024-12-04,C00169,S002,En cours,1580.86,P00054,12,118.99,10.0,1285.09,,,,
CMD002281,2024-12-04,C00169,S002,En cours,1580.86,P00105,1,53.69,0.0,53.69,,,,
CMD002326,2025-08-23,C00558,S004,En cours,487.87,P00079,8,67.76,10.0,487.87,,,,
CMD002351,2024-10-26,C01091,S003,Livrée,708.29,P00026,9,50.55,10.0,409.45,F002351,2024-10-27,849.95,En attente
CMD002351,2024-10-26,C01091,S003,Livrée,708.29,P00072,6,55.34,10.0,298.84,F002351,2024-10-27,849.95,En attente
CMD002359,2024-05-12,C00663,S005,En cours,934.43,P00047,2,114.63,0.0,229.26,,,,
CMD002359,2024-05-12,C00663,S005,En cours,934.43,P00072,12,55.34,10.0,597.67,,,,
CMD002359,2024-05-12,C00663,S005,En cours,934.43,P00040,1,107.5,0.0,107.5,,,,
CMD002364,2024-11-24,C01160,S002,Livrée,2513.17,P00004,12,43.96,10.0,474.77,F002364,2024-11-25,3015.8,Payée
CMD002364,2024-11-24,C01160,S002,Livrée,2513.17,P00090,11,145.85,10.0,1443.91,F002364,2024-11-25,3015.8,Payée
CMD002364,2024-11-24,C01160,S002,Livrée,2513.17,P00008,6,110.09,10.0,594.49,F002364,2024-11-25,3015.8,Payée
CMD002450,2025-11-06,C00205,S001,Livrée,2820.3,P00117,4,99.71,0.0,398.84,F002450,2025-11-07,3384.36,Payée
CMD002450,2025-11-06,C00205,S001,Livrée,2820.3,P00039,6,60.67,10.0,327.62,F002450,2025-11-07,3384.36,Payée
CMD002450,2025-11-06,C00205,S001,Livrée,2820.3,P00055,4,5.52,0.0,22.08,F002450,2025-11-07,3384.36,Payée
CMD002450,2025-11-06,C00205,S001,Livrée,2820.3,P00025,10,104.62,10.0,941.58,F002450,2025-11-07,3384.36,Payée
